                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           23 May 2023 02:03:17
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110, Satellite-KinoSat_110201, Satellite-KinoSat_110202, Satellite-KinoSat_110203, Satellite-KinoSat_110204, Satellite-KinoSat_110205, Satellite-KinoSat_110206, Satellite-KinoSat_110207, Satellite-KinoSat_110208, Satellite-KinoSat_110209, Satellite-KinoSat_110210, Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310, Satellite-KinoSat_110401, Satellite-KinoSat_110402, Satellite-KinoSat_110403, Satellite-KinoSat_110404, Satellite-KinoSat_110405, Satellite-KinoSat_110406, Satellite-KinoSat_110407, Satellite-KinoSat_110408, Satellite-KinoSat_110409, Satellite-KinoSat_110410, Satellite-KinoSat_110501, Satellite-KinoSat_110502, Satellite-KinoSat_110503, Satellite-KinoSat_110504, Satellite-KinoSat_110505, Satellite-KinoSat_110506, Satellite-KinoSat_110507, Satellite-KinoSat_110508, Satellite-KinoSat_110509, Satellite-KinoSat_110510:  Access Summary Report


Russia-To-KinoSat_110101
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                      16     3 Jun 2027 08:47:46.741     3 Jun 2027 08:50:15.428           148.686
                      17     4 Jun 2027 04:08:53.208     4 Jun 2027 04:15:37.851           404.643
                      18     4 Jun 2027 05:46:12.383     4 Jun 2027 05:50:18.645           246.262
                      19     4 Jun 2027 05:50:20.901     4 Jun 2027 05:50:59.798            38.897
                      20     4 Jun 2027 07:22:38.382     4 Jun 2027 07:27:44.716           306.334
                      21     4 Jun 2027 09:00:54.874     4 Jun 2027 09:01:36.752            41.878
                      22     5 Jun 2027 04:21:27.065     5 Jun 2027 04:27:43.862           376.797
                      23     5 Jun 2027 05:58:50.305     5 Jun 2027 06:03:22.638           272.332
                      24     5 Jun 2027 07:35:01.218     5 Jun 2027 07:39:15.463           254.245
                      25     6 Jun 2027 03:00:00.000     6 Jun 2027 03:03:51.631           231.631
                      26     6 Jun 2027 04:33:05.824     6 Jun 2027 04:39:25.255           379.431
                      27     6 Jun 2027 06:11:05.196     6 Jun 2027 06:15:29.219           264.023
                      28     6 Jun 2027 07:46:56.460     6 Jun 2027 07:51:09.630           253.170
                      29     6 Jun 2027 07:51:15.455     6 Jun 2027 07:52:06.951            51.497
                      30     7 Jun 2027 03:08:25.606     7 Jun 2027 03:15:58.678           453.072
                      31     7 Jun 2027 04:45:15.232     7 Jun 2027 04:51:34.657           379.426
                      32     7 Jun 2027 06:23:27.417     7 Jun 2027 06:27:23.601           236.184
                      33     7 Jun 2027 07:56:45.208     7 Jun 2027 07:58:17.685            92.477
                      34     7 Jun 2027 07:58:19.830     7 Jun 2027 08:03:06.979           287.150
                      35     7 Jun 2027 08:03:24.477     7 Jun 2027 08:04:29.570            65.093
                      36     8 Jun 2027 03:20:33.654     8 Jun 2027 03:27:57.877           444.222
                      37     8 Jun 2027 04:57:31.724     8 Jun 2027 05:03:25.133           353.409
                      38     8 Jun 2027 06:35:27.156     8 Jun 2027 06:39:26.189           239.033
                      39     8 Jun 2027 08:08:46.979     8 Jun 2027 08:15:02.823           375.844
                      40     8 Jun 2027 08:15:04.996     8 Jun 2027 08:16:32.942            87.946
                      41     9 Jun 2027 03:32:35.605     9 Jun 2027 03:40:01.580           445.975
                      42     9 Jun 2027 05:09:21.425     9 Jun 2027 05:15:23.940           362.515
                      43     9 Jun 2027 05:15:32.727     9 Jun 2027 05:16:02.902            30.175
                      44     9 Jun 2027 06:47:26.385     9 Jun 2027 06:51:35.253           248.868
                      45     9 Jun 2027 08:21:13.393     9 Jun 2027 08:28:01.193           407.800
                      46    10 Jun 2027 03:44:36.194    10 Jun 2027 03:52:03.031           446.837
                      47    10 Jun 2027 05:21:30.127    10 Jun 2027 05:26:37.394           307.267
                      48    10 Jun 2027 05:26:48.693    10 Jun 2027 05:27:57.137            68.444
                      49    10 Jun 2027 06:58:39.366    10 Jun 2027 07:03:33.532           294.166
                      50    10 Jun 2027 08:33:28.815    10 Jun 2027 08:34:26.261            57.445
                      51    10 Jun 2027 08:35:21.360    10 Jun 2027 08:38:43.169           201.809
                      52    11 Jun 2027 03:57:01.260    11 Jun 2027 04:03:48.201           406.941
                      53    11 Jun 2027 05:33:57.959    11 Jun 2027 05:38:27.887           269.928
                      54    11 Jun 2027 05:38:33.258    11 Jun 2027 05:39:49.602            76.344
                      55    11 Jun 2027 07:10:51.989    11 Jun 2027 07:15:28.127           276.138
                      56    11 Jun 2027 08:48:01.988    11 Jun 2027 08:50:30.021           148.033
                      57    12 Jun 2027 04:09:08.382    12 Jun 2027 04:15:52.771           404.390
                      58    12 Jun 2027 05:46:29.458    12 Jun 2027 05:50:33.653           244.195
                      59    12 Jun 2027 05:50:36.000    12 Jun 2027 05:51:14.901            38.901
                      60    12 Jun 2027 07:22:53.679    12 Jun 2027 07:27:59.433           305.754
                      61    12 Jun 2027 09:01:10.053    12 Jun 2027 09:01:51.185            41.132
                      62    13 Jun 2027 04:21:42.062    13 Jun 2027 04:27:58.740           376.678
                      63    13 Jun 2027 05:59:05.025    13 Jun 2027 06:03:37.632           272.607
                      64    13 Jun 2027 07:35:15.648    13 Jun 2027 07:39:51.039           275.391

Min Duration          43     9 Jun 2027 05:15:32.727     9 Jun 2027 05:16:02.902            30.175
Max Duration          30     7 Jun 2027 03:08:25.606     7 Jun 2027 03:15:58.678           453.072
Mean Duration                                                                              253.293
Total Duration                                                                           16210.726


Russia-To-KinoSat_110209
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:22:44.171     1 Jun 2027 03:30:10.154           445.983
                       2     1 Jun 2027 04:59:41.496     1 Jun 2027 05:05:50.137           368.641
                       3     1 Jun 2027 06:37:34.514     1 Jun 2027 06:41:36.247           241.732
                       4     1 Jun 2027 08:11:02.381     1 Jun 2027 08:18:41.114           458.733
                       5     2 Jun 2027 03:34:45.506     2 Jun 2027 03:42:12.012           446.506
                       6     2 Jun 2027 05:11:33.700     2 Jun 2027 05:17:27.632           353.932
                       7     2 Jun 2027 05:17:36.163     2 Jun 2027 05:18:16.386            40.222
                       8     2 Jun 2027 06:49:35.818     2 Jun 2027 06:53:45.330           249.512
                       9     2 Jun 2027 08:23:28.036     2 Jun 2027 08:30:09.515           401.479
                      10     3 Jun 2027 03:46:48.835     3 Jun 2027 03:54:09.736           440.902
                      11     3 Jun 2027 05:23:43.686     3 Jun 2027 05:28:46.836           303.150
                      12     3 Jun 2027 05:28:58.188     3 Jun 2027 05:30:04.844            66.657
                      13     3 Jun 2027 07:00:49.698     3 Jun 2027 07:05:43.386           293.688
                      14     3 Jun 2027 08:35:49.693     3 Jun 2027 08:36:35.230            45.537
                      15     3 Jun 2027 08:37:31.406     3 Jun 2027 08:40:51.552           200.146
                      16     4 Jun 2027 03:59:14.623     4 Jun 2027 04:05:59.888           405.266
                      17     4 Jun 2027 05:36:11.115     4 Jun 2027 05:40:36.763           265.648
                      18     4 Jun 2027 05:40:42.605     4 Jun 2027 05:41:58.241            75.636
                      19     4 Jun 2027 07:13:01.747     4 Jun 2027 07:17:33.801           272.054
                      20     4 Jun 2027 08:50:38.007     4 Jun 2027 08:52:21.625           103.618
                      21     5 Jun 2027 04:11:20.837     5 Jun 2027 04:18:04.209           403.372
                      22     5 Jun 2027 05:49:00.957     5 Jun 2027 05:53:29.326           268.370
                      23     5 Jun 2027 07:25:04.488     5 Jun 2027 07:29:52.530           288.041
                      24     5 Jun 2027 09:03:48.730     5 Jun 2027 09:03:50.822             2.091
                      25     6 Jun 2027 04:23:56.912     6 Jun 2027 04:30:10.473           373.561
                      26     6 Jun 2027 06:01:13.960     6 Jun 2027 06:05:50.332           276.371
                      27     6 Jun 2027 07:37:26.951     6 Jun 2027 07:42:07.075           280.124
                      28     7 Jun 2027 03:00:00.000     7 Jun 2027 03:06:19.046           379.046
                      29     7 Jun 2027 04:35:29.391     7 Jun 2027 04:41:56.446           387.055
                      30     7 Jun 2027 06:13:30.532     7 Jun 2027 06:17:41.412           250.881
                      31     7 Jun 2027 07:49:10.309     7 Jun 2027 07:53:34.200           263.891
                      32     7 Jun 2027 07:53:40.738     7 Jun 2027 07:54:37.412            56.673
                      33     8 Jun 2027 03:10:50.525     8 Jun 2027 03:18:24.254           453.730
                      34     8 Jun 2027 04:47:51.012     8 Jun 2027 04:53:58.526           367.514
                      35     8 Jun 2027 06:25:52.009     8 Jun 2027 06:29:48.483           236.475
                      36     8 Jun 2027 07:59:05.986     8 Jun 2027 08:05:35.962           389.976
                      37     8 Jun 2027 08:05:52.380     8 Jun 2027 08:06:58.359            65.979
                      38     9 Jun 2027 03:22:59.061     9 Jun 2027 03:30:25.010           445.949
                      39     9 Jun 2027 04:59:56.450     9 Jun 2027 05:06:04.970           368.520
                      40     9 Jun 2027 06:37:49.384     9 Jun 2027 06:42:01.008           251.625
                      41     9 Jun 2027 08:11:17.851     9 Jun 2027 08:18:55.903           458.052
                      42    10 Jun 2027 03:35:00.657    10 Jun 2027 03:42:26.835           446.178
                      43    10 Jun 2027 05:11:48.697    10 Jun 2027 05:17:42.404           353.708
                      44    10 Jun 2027 05:17:50.695    10 Jun 2027 05:18:31.270            40.575
                      45    10 Jun 2027 06:49:51.335    10 Jun 2027 06:54:00.155           248.820
                      46    10 Jun 2027 08:23:42.999    10 Jun 2027 08:30:24.123           401.124
                      47    11 Jun 2027 03:47:03.840    11 Jun 2027 03:54:24.435           440.595
                      48    11 Jun 2027 05:23:58.533    11 Jun 2027 05:29:01.564           303.031
                      49    11 Jun 2027 05:29:12.871    11 Jun 2027 05:30:19.431            66.560
                      50    11 Jun 2027 07:01:04.632    11 Jun 2027 07:05:58.175           293.543
                      51    11 Jun 2027 08:36:05.399    11 Jun 2027 08:36:49.801            44.402
                      52    11 Jun 2027 08:37:46.018    11 Jun 2027 08:41:06.142           200.124
                      53    12 Jun 2027 03:59:29.546    12 Jun 2027 04:06:14.731           405.186
                      54    12 Jun 2027 05:36:25.962    12 Jun 2027 05:40:50.623           264.661
                      55    12 Jun 2027 05:40:57.465    12 Jun 2027 05:42:12.953            75.488
                      56    12 Jun 2027 07:13:16.503    12 Jun 2027 07:17:48.768           272.265
                      57    12 Jun 2027 08:50:53.229    12 Jun 2027 08:52:36.094           102.865
                      58    13 Jun 2027 04:11:35.941    13 Jun 2027 04:18:19.176           403.235
                      59    13 Jun 2027 05:49:16.754    13 Jun 2027 05:53:44.636           267.881
                      60    13 Jun 2027 07:25:19.048    13 Jun 2027 07:30:07.037           287.988

Min Duration          24     5 Jun 2027 09:03:48.730     5 Jun 2027 09:03:50.822             2.091
Max Duration           4     1 Jun 2027 08:11:02.381     1 Jun 2027 08:18:41.114           458.733
Mean Duration                                                                              277.743
Total Duration                                                                           16664.566


Russia-To-KinoSat_110210
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:12:58.512     1 Jun 2027 03:20:33.265           454.753
                       2     1 Jun 2027 04:50:03.501     1 Jun 2027 04:56:25.903           382.402
                       3     1 Jun 2027 06:28:02.449     1 Jun 2027 06:31:57.386           234.937
                       4     1 Jun 2027 08:01:11.187     1 Jun 2027 08:07:25.634           374.447
                       5     1 Jun 2027 08:07:30.735     1 Jun 2027 08:09:07.292            96.557
                       6     2 Jun 2027 03:25:16.626     2 Jun 2027 03:32:36.237           439.611
                       7     2 Jun 2027 05:02:04.957     2 Jun 2027 05:08:33.031           388.074
                       8     2 Jun 2027 06:40:02.092     2 Jun 2027 06:44:00.995           238.903
                       9     2 Jun 2027 08:13:38.542     2 Jun 2027 08:21:06.373           447.831
                      10     3 Jun 2027 03:37:11.432     3 Jun 2027 03:44:37.044           445.612
                      11     3 Jun 2027 05:13:55.826     3 Jun 2027 05:19:51.251           355.425
                      12     3 Jun 2027 05:19:56.375     3 Jun 2027 05:20:41.582            45.207
